event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
RUS8131,"15 April 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)",,Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,"Saint Petersburg",Admiralteyskiy,,"St. Petersburg",59.931,30.3049,1,Activatica,Other,"On 15 April 2022, around 40 people gathered in St. Petersburg, protesting against the demolition of the historical building of the bathhouses. Police intervened in the event, arresting 2 protesters.",0,"crowd size=around 40",1706054153,33045
RUS8099,"15 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Labor Group (Russia); Students (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Primorskiy,Vladivostokskiy,,Vladivostok,43.1211,131.9226,1,"Novosti Vladivostok",Subnational,"On 15 April 2022, over 1,000 residents - mostly students and public sector employees - gathered in Vladivostok to participate in a demonstration in support of the Russian armed forces taking part in the military invasion in Ukraine. Some public sector employees told the reporters that they had learned about the event from their superiors, who pressured them to attend it.",0,"crowd size=over 1,000",1727204997,24915
RUS8097,"14 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Students (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Adygea",Maykop,,Maykop,44.6078,40.1058,1,"Adygea Today",Subnational,"On 14 April 2022, residents, including students, gathered in Maykop to participate in a demonstration-concert in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,5683
RUS8044,"14 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Former Military Forces of Russia (2000-)",Protesters,,,,"Protesters only",,643,Europe,Russia,Nenets,Naryan-Mar,,Naryan-Mar,67.6418,53.0431,1,"Moskovskij Komsomolets",National,"On 14 April 2022, people gathered in Naryan-Mar to participate in a demonstration-concert, organized by a regional veterans' organization, in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,0
RUS8096,"14 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Students (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,RFE/RL,International,"On 14 April 2022, several hundred people, mostly students, gathered in Novosibirsk to participate in a demonstration-concert in support of the Russian military invasion of Ukraine. Prior to the event, the regional authorities sent letters to the universities, demanding them to ensure the participation of students in the event, which was referred to as a 'concert', with no mention of the military operation.",0,"crowd size=several hundred",1680633676,16117
UKR55791,"14 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kyiv,Vyshhorodskyi,Slavutytska,Slavutych,51.5196,30.7343,1,"24 Channel",National,"On 14 April 2022, hundreds of Slavutych residents protested at the central square in Slavutych, Kyiv, against Russia's invasion of Ukraine and in support of the residents of Enerhodar which is currently occupied by the Russian forces.",0,"crowd size=hundreds",1680633820,1654
RUS8043,"13 April 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)","Civilians (Russia); Journalists (Russia)",Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,Activatica,Other,"On 13 April 2022, activists defending Troitsk Forest in Moscow attempted to stop the ongoing logging and blocked the exit from the site with their car. Police intervened in the event, arresting a journalist.",0,"crowd size=no report",1650394649,11734
RUS8101,"13 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Students (Russia); Labor Group (Russia); Former Military Forces of Russia (2000-); Government of Russia (2000-)",Protesters,,,,"Protesters only",,643,Europe,Russia,Kirov,Kirov,,Kirov,58.5967,49.6601,1,Newsler.ru,Subnational,"On 13 April 2022, residents - mostly pensioners, veterans, students, and deputies - gathered in Kirov to support the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,9356
RUS8118,"13 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Altai",Gorno-Altaysk,,Gorno-Altaysk,51.9561,85.955,1,"Novosti Altaya",Subnational,"On 13 April 2022, people gathered in Gorno-Altaysk to support the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,11006
RUS8117,"13 April 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)",,Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 13 April 2022, anti-war protesters organized pickets in Moscow against the Russian military invasion in Ukraine. Police intervened in the event, arresting three protesters.",0,"crowd size=no report",1680633820,11734
RUS8084,"13 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Primorskiy,Vladivostokskiy,,Vladivostok,43.1211,131.9226,1,Vostok-media,Subnational,"On 13 April 2022, residents participated in a motor rally in Vladivostok in support of the Russian armed forces taking part in the military invasion in Ukraine.",0,"crowd size=no report",1727204997,24915
RUS8081,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Kaliningrad,Kaliningrad,,Kaliningrad,54.7065,20.511,1,KPRF,Other,"On 12 April 2022, communists organized pickets in Kaliningrad in front of the Polish embassy, protesting against the rhetoric of the Polish authorities with regard to the role of the Kaliningrad region.",0,"crowd size=no report",1650394650,23432
RUS8112,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Bashkortostan",Ufa,,Ufa,54.7852,56.0456,1,"Media Korset",Subnational,"On 12 April 2022, residents gathered in Ufa to protest against the construction works in their neighborhood, which may cause flooding in the spring season.",0,"crowd size=no report",1650394650,4944
RUS8098,"12 April 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Russia)",,Protesters,"Police Forces of Russia (2000-)",,"State forces","State forces-Protesters",,643,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 12 April 2022, people gathered in front of the Dorogomilovskiy court in Moscow to support the former editors of a student magazine DOXA, who are on trial for filming a video in support of student protesters. Police intervened in the event, arresting 8 people.",0,"crowd size=no report",1650394650,11734
RUS8095,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Students (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Khakassia",Sayanogorsk,,Sayanogorsk,53.0958,91.4113,1,"GTRK Khakassia",Subnational,"On 12 April 2022, 150 students gathered in Sayanogorsk to support the Russian military invasion in Ukraine.",0,"crowd size=150",1680633676,7761
RUS8080,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Arkhangelsk,Arkhangelsk,,Arkhangelsk,64.5401,40.5433,1,KPRF,Other,"On 12 April 2022, the Communist Party of the Russian Federation organized a motor rally in Arkhangelsk in support of the Russian armed forces taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,18947
RUS8083,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Tyumen,Tyumen,,Tyumen,57.1522,65.5272,1,KPRF,Other,"On 12 April 2022, the Communist Party of the Russian Federation organized a motor rally in Tyumen in support of the Russian armed forces taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,12222
RUS8082,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Rostov,Rostov-na-Donu,,Rostov-on-Don,47.2213,39.6939,1,KPRF,Other,"On 12 April 2022, the Communist Party of the Russian Federation organized a motor rally in Rostov-on-Don in support of the Russian armed forces taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,22374
RUS8114,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Yamalo-Nenets,Gubkinskiy,,Gubkinsky,64.4386,76.4948,1,"Moskovskij Komsomolets",National,"On 12 April 2022, 300 people in Gubkinsky participated in a flashmob in support of the Russian military invasion in Ukraine.",0,"crowd size=300",1680633676,820
RUS8111,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Korolev,,Korolev,55.9141,37.8255,1,"Narodniye Novosti",National,"On 12 April 2022, 2,000 people gathered in Korolev to support the Russian military invasion in Ukraine.",0,"crowd size=2,000",1680633676,12574
RUS8046,"12 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Former Military Forces of Russia (2000-); Combat Brotherhood",Protesters,,,,"Protesters only",,643,Europe,Russia,Leningrad,Vyborgskiy,,Vyborg,60.7101,28.7531,1,"Znamya truda",Subnational,"On 12 April 2022, residents, including members of Vyborg veterans' organization Combat Brotherhood, gathered in Vyborg to support the Russian military invasion of Ukraine.",0,"crowd size=no report",1680633677,7711
RUS8077,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Gulkevichskiy,,Gulkevichi,45.3606,40.7022,1,KPRF,Other,"On 11 April 2022, 5 cars participated in a motor rally in Gulkevichi organized by the Communist Party of the Russian Federation in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=5 cars",1680633676,7895
RUS8075,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Kaluga,Kaluga,,Kaluga,54.5293,36.2754,1,KPRF,Other,"On 11 April 2022, the Communist Party of the Russian Federation organized a motor rally in Kaluga in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,12400
RUS8076,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Anapa,,Anapa,44.8849,37.3193,1,KPRF,Other,"On 11 April 2022, the Communist Party of the Russian Federation organized a motor rally in Anapa in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,8645
RUS8079,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Tbilisskiy,,Tbilisskaya,45.3639,40.1853,1,KPRF,Other,"On 11 April 2022, 5 cars participated in a motor rally in Tbilisskaya organized by the Communist Party of the Russian Federation in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=5 cars",1680633676,5562
RUS8108,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Leningrad,Vyborgskiy,,Vyborg,60.7101,28.7531,1,Regnum,International,"On 11 April 2022, people gathered in Vyborg to participate in a demonstration-concert in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,7711
RUS8094,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Students (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Zabaykalskiy,Chita,,Chita,52.0317,113.5009,1,"Tsargrad Media",National,"On 11 April 2022, 300 members of youth organizations gathered in Chita to support the Russian military invasion in Ukraine.",0,"crowd size=300",1680633677,11142
RUS8045,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Former Military Forces of Russia (2000-); Combat Brotherhood",Protesters,,,,"Protesters only",,643,Europe,Russia,Rostov,Rostov-na-Donu,,Rostov-on-Don,47.2213,39.6939,1,"Tsargrad Media",National,"On 11 April 2022, people gathered in Rostov-on-Don to participate in a demonstration, organized by a veterans' organization Combat Brotherhood, in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633677,22374
RUS8048,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Journalists (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Dagestan",Makhachkala,,Makhachkala,42.9764,47.5024,1,"Caucasian Knot",National,"On 11 April 2022, three journalists in Makhachkala organized pickets, demanding the release of their jailed colleague who faces terrorism charges.",0,"crowd size=3",1702344023,26615
RUS8078,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Krasnodar,,Krasnodar,45.0448,38.976,1,KPRF,Other,"On 11 April 2022, a few dozen of drivers in their cars participated in a motor rally in Krasnodar organized by the Communist Party of the Russian Federation in support of the Russian armed forces and the Russian military invasion of Ukraine.",0,"crowd size=a few dozen",1719352939,26392
UKR55576,"11 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)","Former Police Forces of Ukraine (2019-)",Protesters,,,,"Protesters only",,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.5055,31.2849,1,"Suspilne Media",National,"On 11 April 2022, about 50 fired policemen came out to a rally in Chernihiv, claiming that their dismissal was illegal.",0,"crowd size=about 50",1732655081,5033
RUS8088,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; LF: Left Front",Protesters,,,,"Protesters only",,643,Europe,Russia,Penza,Penza,,Penza,53.2007,45.0046,1,KPRF,Other,"On 10 April 2022, members of the left political opposition movements, including the Communist Party of the Russian Federation and the Left Front, organized a motor rally in Penza, calling for the socialist reforms.",0,"crowd size=no report",1650394650,12089
RUS8072,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Ivanovo,Ivanovo,,Ivanovo,56.9972,40.9714,1,KPRF,Other,"On 10 April 2022, the Communist Party of the Russian Federation organized a motor rally in Ivanovo, demanding socialist reforms and industrialization.",0,"crowd size=no report",1650394650,19368
RUS8105,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Bashkortostan",Baymakskiy,,Baymak,52.5897,58.3072,1,Rosbalt,National,"On 10 April 2022, residents gathered in Baymak to protest against the gold-mining companies that operate in the area, causing pollution while also not employing the residents.",0,"crowd size=no report",1650394650,1890
RUS8047,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Former Military Forces of Russia (2000-); Military Forces of Russia (2000-)",Protesters,,,,"Protesters only",,643,Europe,Russia,Sakhalin,Yuzhno-Sakhalinsk,,Yuzhno-Sakhalinsk,46.9541,142.736,1,Baikal24,National,"On 10 April 2022, a few hundred people, mostly servicemen, veterans and members of patriotic movements, gathered in Yuzhno-Sakhalinsk to support the Russian armed forces taking part in the military invasion in Ukraine.",0,"crowd size=a few hundred",1680633676,11845
RUS8071,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Chelyabinsk,Chelyabinskiy,,Chelyabinsk,55.154,61.4292,1,KPRF,Other,"On 10 April 2022, the Communist Party of the Russian Federation organized a motor rally in Chelyabinsk in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,3707
RUS8073,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Podolsk,,Podolsk,55.4241,37.5547,1,KPRF,Other,"On 10 April 2022, the Communist Party of the Russian Federation organized a motor rally in Podolsk in support of the Russian armed forces and the military invasion in Ukraine.",0,"crowd size=no report",1680633676,17625
RUS8106,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Yamalo-Nenets,Priuralskiy,,Aksarka,66.5617,67.8032,1,"Moskovskij Komsomolets",National,"On 10 April 2022, 37 people participated in a flashmob in Aksarka to support the Russian armed forces taking part in the military invasion in Ukraine.",0,"crowd size=37",1680633676,710
RUS8074,"10 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Saint Petersburg",Admiralteyskiy,,"St. Petersburg",59.931,30.3049,1,KPRF,Other,"On 10 April 2022, the Communist Party of the Russian Federation organized a motor rally in St. Petersburg in support of the Russian armed forces and the military invasion in Ukraine.",0,"crowd size=no report",1706054153,33045
UKR55519,"10 April 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Ukraine)",,Protesters,"Military Forces of Russia (2000-)",,"External/Other forces","Protesters-External/Other forces",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"24 Channel",National,"On 10 April 2022, Kherson citizens protested in Kherson against the Russian occupation and Russian military aggression in Ukraine. The protest was dispersed by Russian forces, who fired shots in the air .",0,"crowd size=no report",1732655081,5728
RUS9189,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Bashkortostan",Baymakskiy,,Bolshebasaevo,52.9013,58.4282,1,EcoProtest,National,"On 9 April 2022, around 300 residents gathered in Bolshebasaevo, protesting against gold mining activities near the village.",0,"crowd size=around 300",1669738435,320
RUS8069,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Tambov,Tambov,,Tambov,52.7317,41.4433,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Tambov in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,15376
RUS8063,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,KPRF,Other,"On 9 April 2022, a few dozen cars participated in a motor rally in Novosibirsk organized by the Communist Party of the Russian Federation in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=a few dozens cars",1680633676,16117
RUS8068,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Saratov,Saratov,,Saratov,51.5406,46.0086,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Saratov in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,10894
RUS8062,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Voskresenskiy,,Voskresensk,55.3173,38.6526,1,KPRF,Other,"On 9 April 2022, 10 cars participated in a motor rally in Voskresensk organized by the Communist Party of the Russian Federation in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=10",1680633676,8512
RUS8052,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Balashikha,,Balashikha,55.8167,37.95,1,KPRF,Other,"On 9 April 2022, 13 cars participated in a motor rally in Balashikha organized by the Communist Party of the Russian Federation in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=13 cars",1680633676,3369
RUS8070,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Yaroslavl,Yaroslavl,,Yaroslavl,57.6198,39.8554,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Yaroslavl in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,10340
RUS8059,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Reutov,,Reutov,55.75,37.8667,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Reutov in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,20294
RUS8054,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Istra,,Istra,55.9224,36.8654,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Istra in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,1616
RUS8087,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; LF: Left Front",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of Sakha",Yakutsk,,Yakutsk,62.0339,129.7331,1,KPRF,Other,"On 9 April 2022, 30 people took part in a motor rally in Yakutsk, organized by the Communist Party of the Russian Federation together with other left movements, including Left Front, in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=30",1680633676,8903
RUS8060,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Sergievo-Posadskiy,,"Sergiyev Posad",56.3,38.1333,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Sergiyev Posad in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,4974
RUS8061,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Stupino,,Stupino,54.9004,38.0753,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Stupino in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,5103
RUS8049,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Kaliningrad,Kaliningrad,,Kaliningrad,54.7065,20.511,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Kaliningrad in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,23432
RUS8051,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Leningrad,Luzhskiy,,Luga,58.7408,29.8506,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Luga in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,10194
RUS8058,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Mozhayskiy,,Mozhaysk,55.5029,36.0284,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Mozhaysk in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,2807
RUS8050,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnoyarsk,Krasnoyarsk,,Krasnoyarsk,56.0184,92.8672,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Krasnoyarsk in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,14140
RUS8067,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of North Ossetia-Alania",Pravoberezhnyy,,Beslan,43.1921,44.5431,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Beslan in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,2161
RUS8065,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Oryol,Oryol,,Oryol,52.9624,36.1021,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Oryol in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,9668
RUS8055,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Kashira,,Kashira,54.8523,38.1824,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Kashira in support of the Russian armed forces and the military invasion in Ukraine.",0,"crowd size=no report",1680633676,4728
RUS8086,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; LF: Left Front",Protesters,,,,"Protesters only",,643,Europe,Russia,Moscow,,,Moscow,55.7522,37.6156,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation together with other left movements, including Left Front, organized a motor rally in Moscow in support of the Russian troops taking part in the military invasion in Ukraine.",0,"crowd size=no report",1680633676,11734
RUS8066,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Republic of North Ossetia-Alania",Ardonskiy,,Ardon,43.1777,44.3013,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Ardon in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,7447
RUS8056,"09 April 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Lotoshinskiy,,Lotoshino,56.232,35.6432,1,KPRF,Other,"On 9 April 2022, the Communist Party of the Russian Federation organized a motor rally in Lotoshino in support of the Russian armed forces and the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633676,2574
